caption,username
"Open from 7am till 7 pm. HTM: 15k IDR for adult and 10k IDR for children. Prepare your energy before visit to Padang Padang Beach, need to walk trough …",astrie ivo
"Not really crowded (during the pandemic). Perfect for a beach day (or days, if your a sea person) I just can't get enough of swimming here. …",Wafa Essayem
"Beautiful part of Bali away from hustle of Kuta & Seminyak! Crystal clear water,  lots of great places to stay, cafes & a few boutiques. Definitely need transport. 10 min drive to the temple. Local resident monkeys can be a handful! They don’t mind snatching your sunnies! Overall this is a great place to chill!💋",Sharron B-R
This is literally the best beach in Bali. We had the best time of Bali at this place. Very clear beach and shallow water along with the terrain makes it the best beach Bali has to offer. Also the stairway leading to the beach is marvelous …,Vaibhav Srivastava
"I highly recommend this beach for a must visit even though it's quite crowded... free toilet n showers... unusual pathway to the beach, a beautiful temple, a lagoon beach with nice sand n some caves to explore, small or big...",jimmy sallan
"Beautiful beach on the southern tip of Bali. It was a 30-40 min drive or so from Jimbaran, so if you are in that area I would definitely try to visit Padang Padang beach. It was a bit crowded when we were there in the afternoon in early …",Kevin Lee
"I believe there are 3 entrances to this beach. I've been try 2 of them , one is the popular entrance with monkey and kinda crowded now (you even need to pay). the other one is close to single fin, the road is quite bumpy with limestone, you …",Dewi Karang
"One of the bucket list places. Far from everywhere, but worth to go there. Big parking area, 3 min walking by 170 steps and You are on a surfers beach. There is entry fee. Not to crowdy, with a great view for a sun set. It's 15 min driving from Uluwatu temple, so You can do it as a one trip.",Rado K
Padang Padang is a small beach. People mainly come to surf. There are various steps you need to climb down and get into the beach. Could be steep for some. There is an entry fee to enter as well. You get drinks and food on the beach. You …,Palkan Bandekar
Super beautiful beach. This is the beach which used to shooting eat pray love. You must walk down through stone stairs which flanked by rocks. So beautiful ♥️♥️♥️♥️♥️ the water is really clean and blue,Yustisia Laras
"Not so hidden gem but definitely must go!  The water is still clear and the sand is still white! Not recommended for seniors and wheelchair users cause you need to go thru dark, narrow and steep steps to reach. The size of the beach is relatively small so you can easily watch your kids. 1 or 2 hours is enough to spend here",Sharon K
Nice beach... and also have a great looonng stairs...,Astri Anshary
"great place. the public facilities well maintained. the stairs a bit steeped. its better when the tide is low, we can explore so much more place here, just remember to go back before the tide is high.",deval agrifarman
"Very nice beach from  the south Bali, you need to pay 10000 IDR, but it is very impressive, beach is not so huge, but with white sand and it is between the rocks. I love such places",Suzan Martinko
"Very good surfing beach. Before coming to Bali, I heard a lot about this beach stating it's world famous. I'd to visit it . in Aug 2017, I stopped over at Uluwatu and decided to have a walk as I had less time for taking any surfing lessons. …",Lynton D'Souza
"Always love this beach, a bit too crowded but still love this place. Unfortunately I came when low tide. The atmosphere is really nice with white sand beach. Price for small Bintang 30k. Rent an umbrella for 100k or else just laying on the beach will be fine. Will come back again some other time.",Arman Pramono
"Well looking beach, without lot of people, with small waves and surf renting spot. The sand is nice, but bottom is full of dangerous stones. On the entrance will be parking man, who will look after your bike/car for donation on your choice, but you can park in few metres before, with free of charge.",Sergey Bykov
It's located in uluwatu. If you stay in Kuta take a motorbike and ride for 40 mins and you will reach here. It's the best beach in uluwatu/Kuta area. But just to let you know. You will have to hike down/up a lot of stairs and also there's entrance fees.,Kasim Ansari
"The tide pools are the best part of this beach. There is so much life in them! Crouch down and sit still and watch as things start moving. What your thought were rocks are an eclectic mix of crabs. Fish will start to swim around. Of course, …",Andrew Peluso
"Beautiful beach to visit for all the family ! Just a small small fee to enter  30.000 rupiah about 2 euro . Well worth a visit and if you are on a tour stay longer than one hour , you could even stay all day with the heat in Bali 😂",Ross Sala
"Great beach! Beautiful waters you can swim in, but there’s still great surfing. Food, drinks, umbrellas. You can find some shade as well under the rocks. Free WiFi. 10,000 entrance fee per person, and cost me 2,000 to park my motor bike",KLG
"Good beach, have to walk quiet far from parking area",Abdi Wibowo
"Lovely little beach, with great photo opportunities and swimming is possible. Could get a bit crowded especially on weekends. Must visit",Ala Alkurdi
"Nice Beach with clear blue waters,  you have to pay a small fee to enter",Sandy Dube
"Nice and clean small beach, less crowded with little entrance fee.",Attila Buzas
"Beautiful beach with glass-like waters. Definitely must visit. It's better if you wear your swimsuit before you go as there are no changing room, only toilets.",Subramanian MK
"Very nice beach, a bit crowdy though...",Irina Bocearov
"Definetely a beautiful destination to go, the place is quite and there are so much beautiful things you can capture for the memory",Noy Sofianita
I was here only for 30 minutes. The beach is small but it's very popular for the surfers and many famous movies were filmed here .,Eight Shows
Padang-padang beach is a beach in Uluwatu managed by the government. They charge 15k for the entry. There are small stall next to the beach and surf lessons.,N. Diana
Simply one of the best beaches in Bali! Stunning sunset! Be there in time it could be crowded...,Ralf Blaich
Great place to sit and watch the surfers 🏄‍♂️ Could be cleaner and coats 15k each to go down from the main road. Parking is across the road and costs 1k. You will be plagued by locals trying to sell you …,Sam Roberts
"Pretty, clean sand beach. Busy but not overcrowded. Perfect for tan, swim and surfing. You can spot monkeys as well! Entrance fee 10 000 IDR.  Worth a visit",Alicja Wencel
Must visit if u love sea beach. Enjoy the wave 🙂🌊,Arijit Roy
Gorgeous beach! Definitely get there before the early afternoon or else you’ll reach the low tide. They sell small snacks and refreshments.   Was able to fly the drone there to catch a great shot of the surfers out there. Relax and enjoy a Bintang or 2 when you’ve made it.,Vanessa A
Another nice beach to visit with fresh roasted corn on the kob .,Sonny Sumarna
"The way down is very small but the beach wont make you disappointed. So amazing view, clean and clear water.",Lâm Nguyễn
White fine sandy beach we have to pay 10k IDR to enter into the beach. Good to surf only during high tides. Small and cosy Beach.,vinith babu
"Very good view,, blue sky, blue ocean, nice waves",Noer Deayana
"5 Pm sit there and wait for the fisherman to come from the ocean with the jukung full of fish, i will definitely bring a chiller bags next time for buying those fresh fish, lets help the local",Rani Hariani
Clean and not too crowded beach! Love it,rama setya
"A short climb down a few stairs, one part through the rocks, you will reach one of the cleanest beaches that you can find. Although there's a lot of seaweed that flows in, the beach itself is beautiful. There is a place right behind to take …",Tathagata Goswami
"Unique staircase down through the rocks to a secluded beach with clean water , drinks sold here and shower facilities great place to visit",eamonn watson
The water is clear and the view is gorgeous. Not crowded in the morning. Great for swimming or surfing.,Z Zhang
This is the prettiest beach amongst all the beaches in Bali. Uluwatu temple is near from this beach. You can arrange both place at same day to save timing.,Kaushal Soni
Love the beach. Its a small beach so kinda crowded but the water are crystal clear!,Bali Executive
Beautiful beach for your holiday in Bali. There is an Istagramable place where some tourist take a pre wedding photo.,Ayatz
relatively small beach. need to pay 10k Rp to enter. nice and clean water for a dip,kuah xinkun
"Beautiful, clean and good swimming, just go early to avoid crowds",Jurie Schoeman
nice view with big reef's and friendly waves so the families can be swim out there but don't go too far from the coast,Ghiffari Nur Rahmatullah
Good view.. n nice place..,TOTO TRIANT 77
"This is one of the best beaches I have been. The sea  and the sand are so beautifull. Furthermore, drinks and food are not so expensive on this beach, since local people also visit it. When you visit Uluwatu, you definitely need to visit this beach. Entrance fee is around 10k.",Muhammed Angun
"One of the most beautiful beaches in Bali, splendid view, water is so clean...👍👍",srikant shroff
🌞🌊💙,Em
Nice for tanning and family friendly. Not recommended for surfing,Andrea Cecillia
Most beautiful beach to spend time but the current can be tough at times,Ida Kartikawati
Beautiful beach if you have a spare $1.5 to get in.,James Brannigan
"Nice beach, one of the best from Bali. It's quite hidden its not the most popular padang padang beach (surfers one). Need to take a road near Thomas homes stay",Jony Bastet
"A good place for hunting picture, also a good spot for surfing. Best time is during the sunset",cornelius Big
A truly beautiful beach with limestone (Karst) cliff backdrop,Andrew Connor
Cosy beach surrounded by cliffs. It's a bit of a steep walk from the road down to the beach but is still a beautiful place for a swim.,Aggi
Great view for the beach. Dramatically entrance,Claudine Gofira
Awesome beach vibes,Ida Bagus Alit Budi Utama
"I have been here arround 1 weeks ago. This beach is very nice. To go to this beach you have to follow the narrow ""cave"" with arround 100 stairs. To find this place is easy enough. At the Dec 2018, I went to this place with big enough wave. …",Inez
Met somebody from Germany when I was there and it's too many peoples arround.,Sebastian Sunindra
"Really beautiful beach. Small, but great clear water. Small waves, a little oasis really. Worth a visit. Loved my time there....",Nishan Saparamadu
Nice beach... When low tide we can go further,Aziz Rifai
The sea water is very clean. There are many tourists there. You can surfing there. It is save if you want to swim there. You can enjoy the heat of the sun and the waves. You can also take good photos there,Matthew Pandoyo
Surfer heaven and if you want go to sun bath this place is really great for you,Astri L
"Very nice place, one of the nicest beaches and not expensive.",Alise Rozentāle-Gerasimoviča
Nice beach.. Nice place.. Not too crowded,Dayana Kristyka
Amazing beach! People from all over the world!,Jackelyne Ulloa
Small but a crowded beach away from buzy streets of Bali.. you can do little beach necessities shopping and grab some munchies and drink to satisfy your hunger.,World plane spotter & Globe trotter I Taj
"Beautiful bay, good to play with kids in the shallow water, also good for surfingon a rif break.",Mila Bedrenets
"This beach was quiet with small crowds. The water was clear and great for walking. Some parts have soft charcoal colored/black sand, while other parts have rocks. Collected a lot of small seashells. Every morning, surfers were out surfing. A few stray dogs waiting for anyone to feed them. Some trash but not as bad as other beaches in Bali. Enjoyed this beach more than the populated beaches in Bali too.",Autumn A
"silent place ,..good beach",eryl ayuross
"A very beautiful, remote then touristy beach. It is more of a surfer, but you can come here just for a special atmosphere, tranquility and incredible sunsets. There are several restaurants and many rental rooms. The beach is almost always not crowded. This is one of the few beaches in Bali, where shark attacks on a person, a surfer, are recorded. The route to the beach from the Kuta side is not very comfortable due to the large number of trucks that go to and from the ferry to Java.",Roman Gutikov
"Amazing surfing beach. I drove my scooter from Canggu to Balian and it was amazing once I got closer to the beach. But it was super sketchy and overall do not recommend driving a scooter on the main roads that far. I got to these rice terraces very close to the beach which was a beautiful surprise. Once I got to the beach you can have some coffee and watch the surf. After my surf there’s a great pool you can chill at for the day, just pay I think 100k. Highly recommend this spot if you wanna surf and chill",Alex Greenberg
"It's Amazing surfing beach from my point of view. I drove my scooter from Canggu to Balian and it was amazing once I got closer to the beach. But it was super sketchy and overall do not recommend driving a scooter on the main roads that far. I got to these rice terraces very close to the beach which was a beautiful surprise. Once I got to the beach you can have some coffee and watch the surf. After my surf there’s a great pool you can chill at for the day, just pay I think 100k. Highly recommend this spot if you wanna surf and chill as well as enjoy with spouse. Balian is best known as a place to go for riding one of Bali’s famous surf breaks but this uncrowded mellow coastal village also makes for a fine diversion for the non-surfing inclined, the least of which is simply admiring the stunning seascape. Balian’s beautiful velvety-black volcanic sand beach stretches north around 600 metres from the mouth of the Balian River to the rocky headland. Although the waves are not the best for swimmers due to strong rips and hidden rocks, the beach offers multiple surf breaks: a left and two main rights, one of which runs for a couple of hundred metres on a good day, and while the waves out the back are for more able surfers, in close plenty of broken waves tumble.",Rakibul islam
"Incredible place with beautiful community, amazing accommodations, and just a really chill vibe. Great for surfers and yogis or anyone who wants to escape the business of the cities.",Jenna Switzer
"Spacious black sand beach with spectacular sunset view. The beach was virtually empty, not even locals were there when we visited the place at sunset time. It's the kind of place you want to be if you dont like pushy sellers offering you stuff to buy. Balian is definitely a hidden gem, not just for surfers, but for those who just want to escape from all the touristy parts of Bali.",Patra Boma
Balian Beach is a magical place that is a throwback to an earlier time in Bali where the day was guided by the action of the waves and how chill you felt like being for that particular day. It a sharp contrast from the hustle and bustle of Ubud and Kuta and is a welcome respite from the frenetic pace of the rest of the island. If you want to chill out at your villa infinity pool while overlooking the Indian Ocean then this is the place to be!,tengoindiamike
"Stunning black sand beaches with beautiful stretches perfect for lounging in Paradise with no one on them. Surf stacks that never stop. Some amazing warangs along the shoreline with good, cheap eats. This place is why I came to Bali.",JS Photography
"Amazing volcanic ash beach with intermediate waves if you want to surf. Definitely challenging for  beginners but extremely fun. There are also places to have your meals alongside the beach, pretty cool.",Rational Rum
"Beautiful area, clean and quiet. Beaches are mainly black and waves are strong, there is some shallow parts at low tide where is ok for kids to play in the water. But almost only surfers hang out at the beach .",daniel milesson
"Great peaceful beach , good for surfing and relaxing, we walked for  hours and didn't see another person, that's never happened before!",graham baxter
Nice black sand beach! Follow my YouTube to view the place!,Shin's Traveiary
"Everything is good. (food,  waves, back to nature atmosphere). This is 3rd time here.  We will go there again.",ita sadeli
"If you like to put the touristy side of bali aside and apreciate a small but cozy (surfers)village, balian beach is right for you. We had an amazing time here",Alain Duckers
"Nice small beach, where you can surf or sunbath. Not many people which is positive. There are some good restaurants with nice seaview.",Ľubomír Suchý
"Great place to visit, off the beaten track of major tourism. Nobody tries to hassle you to buy anything, a peaceful break from the usual Bali checkpoints!",Richard
"Very clean and quiet, though it's located on a slightly remote area. Recommended if you just want to escape from the city's hustle and willing to go through small roads.",Michelle Natasa
Amazing place to stay and eat. Fantastic staff. A must when in Balian. Huge Indo western vego menu will not dissapoint.,Istana Balian
A beautiful black sand beach with really cool waves for surfing.,Cyril Saulnier (C-reel)
True paradise. We got surf lessons from Ronny Balian Surfschool and had so much FUN! Marta Bak from the night market is a great snack to eat after a long day surfing.,Matthijs Smit
One of the best place for surfing (also for beginner like me 😊) The sunset so beautiful here,Hanna
Beautiful chilled out village on the Bali Sea with a variety of accommodation. No party scene nice and slow the way Bali used to be. A yoga and Surfing destination.,Duncan Hall-Brown
"Quiet place, near mountain. Beautiful nature.",Teimur Aliev
Have great wave to surfing entirely year.,I Made Dwi Aryadinata
awesome... enjoy Balian Beach.. especially surfer..,Ferry A Satrio
"Great beach, with some amazing views!!",Jimmy Kelly
"if you're looking for a sleepier side of Bali, this is it. plenty of quaint places to eat. watch the surfers ride some decent waves. not really a place for swimming but it's really chill. the locals are great.",adam gallagher
Nice beach for surfing.. nice place to stop by when you are in gilamanuk - Denpasar route,Yogi Adianta
"Quiet place, enjoy the beach waves... So natural",Andi Mardianto
Great beach for surfers. But please be careful - strong rip current taking you out to sea and towards rocks / headland to the right of beach. Very unsafe for swimmers. Had to rescue a swimmer who got taken out to sea. Balian itself is …,Edward
"Balian is so peaceful, great for surfers and those that just want to relax",Ruth
This finely black sand beach is good for surfing and perfect for jogging. I would love to relax and see the big waves hit the shore. One of the good places to see sunset.,Nutcha Sumaterr
Best right waves in my life. God bless Indonesia,Nekislo Hike
"Balian is the ultimate relaxation holiday to escape your hectic life. Friendly quite village with great waves. Make sure you spend an afternoon or 2 at Bamboo bar located on the beach. Ice cold beers, friendly service and delicious bar snacks.",Angela Crass
"This is a special place, a little less known and well worth it. If you are looking to get away from the chaotic tourist areas for a night or two, check out this little town. Good surf, good vibes, good food",Jamie Jones
"Loved it here, not crowded ,good waves.",mark tratt
Best surf ever!,Milan van der Wel
Really beautiful beach just an hour or so outside the craziness of denpasar.  Good surf and chill little town with good restaurants.  We stayed at Balian Surf Camp and highly reccomend it.,Brett Dickey
Good choice for the surfing mania😎😎,Bali Bean Bag
"Good quiet, more family oriented place with some nice villas and couple bigger resorts and restaurants. When the conditions are right, Balian is a nice beach break",Petr Kinzel
"Perfect,  we took a 2 bedroom apartment,  food is great,  nice view,  BIG waves,  good for walking on the beach,  great for kids also, a small playgound and nice swimming pool",Andre Zeeuw de
"Black sand beach with good wave for surf. Homestay, hotel, villa and restaurant available nearby so no worries if you want to spend more time there.",Gus Adek
Another beautiful beach in Bali that you can visit to. The wave is perfect for beginner to advance surfer or for anyone who like to enjoy the sun and breeze of Bali. Since the government had planned to connect Kuta - Canggu - Soka via newly …,Tri Padukan Purba
Lots of fun mornings noon and night,david williams
"Beautiful beach with dark sand, not crowded Many nice little warungs In the time of tide little places that were dry",Max Adam
"Still one of the hidden gems of bali. Amazing blaxk sand beach with a one of a kind community all around it. You wont get hassled for sales here, yet you can enjoy all the modern luxuries(restaraunts,cafes)",BZOU WOLF
"good waves for surf🌊 many beautiful palmtress, still quite bit little bit far.. good for traveller",Bella Chrusita
Excellent for surfing. Not many tourists. Great beach from Warungs.,Ann Stranges
"Best beach ive been too not crowded at all, nice restaurants, very black sand, nice surf, and fairytale cliffs",Iwan Groot
"Black Sand Beach W/Beautifull Atmosphere. Best Place For Chill, Surf And Rock n'roll",Mayasa Kuliner
Best beaches for surfing,Koko Ardiansyah
Black sand beach with good surfing waves. Stayed at Shankari's ecoretreat near the Balian river.,Carol Zemke
"Off the beaten track,  be a tourist away from tourists, beautiful clean surfers dream beach,  delicious restaurants,  great yoga too!",Natalie Knight
"Very good beach with black sand, good for surfing and almost impossible for swimming",Aleksei Aikashev
"Nice place, good to start surfing. There are not a lot of people",Kinga Golik
"Wonderful place, wonderful waves, wonderful place to buy fresh water, good restaurants, I recommend to all 👍",Radek Jirout
Beautiful surfing spot with excellent food and nice people,Ryka Amelia
Nice and beautiful beach. Very quiet and best place for relax.,Wayan Sedana
Really unusual black sand beach! Good place to relax watching big waves.,Craig Grant
Black sand beach with not so many tourists. Nice hotels next to the beach,Maryna Kumeda
"Black sands, isolation, and some of the best and most dramatic sunsets I have ever seen.",Dominic Butler
Awesome.. 😍😍,HariTourBali Bali Transport & Tour
"Nice place, nice beach, nice wave..  Peace and calm environment...",Reynard Iskandar
"It's nice place for surfing, good waves",gede guday
Nice surfing spot,Hani Rusdiah
Great for surfers,Jose Maydana
We visit the beach from the eastern side of the river via a walk way along the river from Shankari Artists Sanctuary,Trekka Travels
"Great place for yoga, quiet & good energy, very friendly locals ✌😀",Peter Van Ryan
Still not many visitors. Good for surfing apparently.,william andhika
Great surfing spot and to escapes from busy south  Bali,Wukirasih Sawondari
Beautifull beach ❤❤❤ and beautifull waves,Astrin Eanes
"Beautiful beach, and a great surf spot.",Joao Roque
"The black beach, nice and quiet - good places for lunch around",Rudi Mentair
Softest black sand my feet have ever walked on,Paul
Very lovely quiet spot..,Dee Robinson
Great spot great food old accommodation could be cleaned better,gary maxwell
very nice beach and not overcrowded,Chris van Leenzen
"Good place, good staff and good view",Yudith Natalia
Just awesome,Otto Narusa
really nice small (surfer) village,Miryam Faken
"The black beach, nice and quiet - good places for lunch around",Rudi Mentair
"Awesome spot, get away from the busy life from down south",gregoire texier
"For a quite time, great place to chill.",Eric Gimpletons Kok
"Good left wave, cool surfing at wet season",Seaman Octopus
Peace and tranquility @ Maya Satori Balian,Deb Wilson
I love this place...natural and wonderful..,Bali Negeriku
Another beautiful beach in Bali that you can visit to. The wave is perfect for beginner to advance surfer or for anyone who like to enjoy the sun and breeze of Bali. Since the government had planned to connect Kuta - Canggu - Soka via newly …,Tri Padukan Purba
Great surfing spot and to escapes from busy south  Bali,Wukirasih Sawondari
"It's nice place for surfing, good waves",gede guday
really nice small (surfer) village,Miryam Faken
Nice and easy waves. Pay attention with sharks !!!,Bruno da Fontoura
"For a quite time, great place to chill.",Eric Gimpletons Kok
A great place. Beautiful views,Gary Hanley
Great for surfing and peaceful,Caca Warina
I should not tell you how good this place is so you don't blow it for us!,Martin Falls
Beautiful place...for surfing,Reni Puji Astuti
Peaceful and lovely,Evgeniya Swift
"Tropical paradise, friendly people.",John S
Nice beach for surfing,Dewa Gede Agung DEWATA FRESH VEGGIES
"Uluwatu Beach, early January 2022. A long scooter ride from Canggu but totally worth it.  Bring cash in bills of various denominations as there aren't ATM's.  About 75% of the businesses are closed, but the remaining ones are glad to have you and nature is always here. Good luck getting down to the beach without a guide (hence the small change) because the pathways are a totally byzantine labyrinth. I stopped at a scenic bar half-way down and called it a day. Cheap but very cold beer,  and the occasional mobile hawker who wants you to buy a few bracelets (but hey, they've had a hard pandemic, have a heart, but a couple for gifts later... the 30k you spend means dinner for their whole family). Worth it just for the photos.",Tom Richmond
"We want to see sunset here. The monkey quite a lot be carefull of your eye glassses, the like to stole it! Haha.. They have kecak dance show also if you want to watch it during the sunset",Gabrielle
"Nice place to enjoy white sand beach , relaxing and relief negatives feelings",Ahmed Alnossari
"From the parking spot (car) you need to walk and down the stairs, you will pass lots of cafes.  Perfect view for sunset, if you love surfing, there are many surfers here. Beautiful during afternoon.  Many Restaurants, cafe and hotels along the area, white sand beach.",Darsono Tan
Beautiful and serene place. Loved it.,debojyoti banerjee
"Finally find it, after exploring some spots through the downstairs I got some good spots here. Lovely angle at sunset time. The owner of resto said that in the night there’s big waves and sometimes storm that could bring water to the highest place of the cliff so they were afraid to stay there in the night. What a magnificent place instead. Lovely but frightening at night. Totally a coun with double exposures🙏🏻☺️ But I love it.",Matthew One
cool spot! unique experience!  good spot for surfing!  Lovely place with an epic view and a lot of things to do!  If you like the cliff view and strong wind & waves then you will  be happy over there!  Great spot for a dinner or drink with the surfing peeps everywhere far in the ocean!  take  your time and enjoy your day!  cheers!,Jay Jay
"Jaw droppingly beautiful. Come here during the day to witness the power of the sea crash against the rocks, or in the evening as the ocean retreats and gifts you a gorgeous sunset.",Tristan Neumann
"I had the joy of visiting Uluwatu Beach on one of my trips to Bali.  About a ten minute walk down stairs that lead to a nice little community.  They have beautiful cliff side restaurants, little shopping stores and surf shops.  By far, one of the most beautiful beaches and scenic viewing places I have ever been.  On Bali, it’s a little out of the way to get to but perfection!",Rene Trevino
"Lovely setting to grab sunset photos. It is more suited to surfers, though not a great deal of sand on the beach therefore quite rocky  Prices of food and drink are a lot cheaper than Kuta, so enjoy an evening in one of the many restaurants. I ate at District 6 and the pizza was excellent as was the tuna burger, definitely recommended. The atmosphere was great too.",Carl Harris
"A very beautiful and attractive natural beauties and landscapes sea beach i ever see. This is located at Bali,Indonesia, The area bame is Uluwatu. Here have a beautiful Temple with  very big nanural park close to this beach. Everyday many tourists from local and abroad come here to enkoy the natural beauty of this beach",Mahbub Hyder
"Best beach w sandy sand, crystal water and safety vibes. So many things u can do here, massages, cafes, warungs, surfing n even shopping n exploring the beach n cliff top w your camera n drone. One of the happiest place on earth for a whole day sun tan 💕",dessy febby
"Uluwatu Beach is rated as one of the best white beaches in all of Bali! Uluwatu comes from ulu, meaning ""lands end"", and watu, meaning ""rock"". This place is really amazing ...",Maga Bali
"Really beautiful place, quite a few people and be ware of those monkeys as they will steal any bag and rifle through it - also your shoes they will take. You have to pay to get in the beach but they have free toilets which is good. They also have some market stalls etc on the beach too.",Carol A
I love this place the most. Cool beach with sea caves and therefore with alot shades and big rocks with small crabs crawling all over. Really love the blue water. I wish i could stay longer there that day. Best part is it isnt crowded like Jimbaran or kuta beach therefore isnt polluted. Surfers favorite place! Love love love!,Fayfay Xiao Ting
Really it was so amazing and charming view breathtaking and natural view...plus this is really a good spot for people who addicted to surfing bcoz of the good waves that it has,Ahmed Galal
"Blue point , Suluban beach in uluwatu is nice quiet beach , it's small and covered under big rock, there is infinity pool also facing to the sea , as like as many common beach in Bali its easy for u to find food and alcohol drink",Sims Widjaja
"A must visit place in Bali. Evenings are the best, you can enjoy the beach view and surfers fighting the waves. After sunset you can hangout in the cafes on the cliff and enjoy the view.",Sreedhar M B
"Incredible beach tucked inside rocks, caves and restaurants/bars above. About a 10 minute walk down with decent but steep steps, worth the walk compared to many others. Watch the surfers head out to catch some of South Bali's best and consistent waves.",Ian Macdonald
"Amazing for sunset during low tide. One of my fav beaches for the surf and to chill with friends, really recommended for couples too. Remember the access is available only at low, medium tides.",Luca Bider
"One of my favorite place in Bali.  You can enjoy Kecak dance and enjoy sunset at the same time, if you come to this place before sunset.  I really love the view, beach, and also the temple with beautiful scenery! A must visit place when you come to Bali. Recommended 👍",Ai Latifah
Totally amazed from that beach! To get there you have to go through the cave and after you will see the wonderful white sandy beach! It's not a huge beach but it is very gorgeous there!,Suzan Martinko
Stunning beach. The experience begins at street level when you wind your way through shops and restaurants heading down to the beach. Once there you find yourself shimmying through caverns to finally open to a gorgeous white-sand beach and crystal clear water. Highly recommend,Chris Corigliano
"Nice, we watched the sunset here many times.",Clara
"Wonderful beach, so many big rocks forming great and beautiful formation. No wonder taking photos here guaranteed will bring you all the success. …",Piter Halim
"Walk down the beach and go to fhe leftside after going down a the way to the beach to find the most relaxing location of the beach imho. These days around 10am the ocean wave is rising faster, so you can feel the wave by surfing at that time I suppose",The Doo
want an amazing place to see. surf was amazing. places on the cliffs were more amazing.,Rick Tylka
Place to breath the fresh air of the nature.,Ali Yawar
"Such a unique setting. The beach is clean the water is beautiful and the warung up on the cliff is the perfect place to relax, swim and enjoy the stunning views.",Debbie Visser
nice place to hang out unik antique love this place many rock white beautidul beach beautiful peoples and lovely place some forest like forest i mean and will coming soon the tamarind tree club for party manage by aksata see soon at uluwatu …,Ketut Artawijaya
Worth the effort to get down here. Lots of steps and entrance needs to be made at low tide. Some beach vendors supply beverages below.  Restaurants above on cliffside.,Douglas Mcpherson
A beautiful beach. Also called as Suluban Beach. Been twice here. The beach is under a cliff so it's quite difficult to get here. But that makes the beach unique with a cave-like entrance.,Alvin Ariesta
Uluwatu is famous surfing point. Even if you're not surfer you can enjoy wonderful view of indiana ocean and beautiful sunset.,Ryo Onodera
"Beautiful beach, not too crowded and really great reveal coming through the rocks/caves to get to the beach.",Matthew Raudabaugh
The best beach of bali ❤,Teteh faqih
Beautiful beach with a beautiful view. To reach this beach you will pass some stairs down. The waves is quite big to swim for beginners.,Sherel
It's just a beautiful place and a must see for surf-enthusiasts. We came in the afternoon and went down to the beach through the little canyon at low tide. The wave is incredible and you can watch the surfers forever. After this we went …,Kai Bernstein
Staff helping to cross stones to the beach. Nice place to take photos when water goes down and then rises.,Aurimas Atkociunas
Great spot. But you need to know how to surf do not recommended for even mid Level surfers,Roch Brzosko
Loved this beach... it’s a must visit for all.. apart from its natural beauty it has easy access and good surfing waves... it has lot of beautiful hidden places/ caves to photograph... it’s neat n clean has easy access to lot of restaurants and bars near by and over its cliffs...,Rohan Jain
"We accidentally found this beach which is hilarious cause it’s really well known. The waves almost took our stuff, like that scene in Moana but opposite?",LANMAC
Spectacular. The entrance to the surf is through a cave and the on a sunny day there is no better spot in Bali,JRR
A really nice beach to swim and surf in. Clear and clean water with not too crowded beach to chill in. Though the beach isn't accessible at all during high tide so you need to check the situation of the day before you go there. One of the best sunset spots I've been to in Bali.,Devina Adelia
"Very nice to visit, lot of people the weekend. Share with surfers and tourist but still nice.",Pauline Wasmer
Amazing place with amazing view point. They offer so many cultural performances.,Srishti Sapra
Love the beautiful view of the beach 🏖 and good for surfing 🏄,Nhs Hakim
great view.. nice people.. miss this place...,romy antawirya
Very beautiful beach and amazing view 😍 #Aris&Ray_BFF😎,arisman dps
"Stunning sunsets to view and beautiful rock formations, get your timing right and see some of the most beautiful sights in the wonderful world",Buffalo Bartlett
"Beautiful spot, only found the caves by chance as I had no idea they existed. Worth a visit.",Rothlee O'loughlin
"its one of a wonderfull beach in the world, very nice sunset, good people, clean and memoriable. It's great to be here.",e m o n g
"Big waves, nice sunsets, good surfing)",Roman Gutikov
Gorgeous beach with plenty of warungs around the area. Good place to scramble over rocks but bad for swimming. Looked like a pretty good surf spot,Amy Tang
"Great show, get there early and watch out for the cheeky monkeys!!!!",Tim Collins
"One of the best place ever! Beautiful scenery and If i can surf, probably this place is one of the best",Antonius Richard
Stunning beach with awesome and consistent surf. A bit crowded unfortunately,Travel The World
Beautiful beach.. peaceful with very good views and clear waters.,Zakaria ELDandachi
Beautiful beach with a great panoramic view!!,Neelay Sejpal
Beautiful beach and only ticket Entry and parking.  i love so much bali 😘😘😘,eddoardo Kahfia
Cool​  place​ to​ hang​ around​. Surf​ is​ excited​ and​ super​ cool​ walk way​ to​ surf​ spot.,apichart yamprasert
Good place to just relax n chill. Best place to see the sunset. perfect!,Anis Citra
Amazing beach to see beatiful waves and sunsets,Alexey Rutkevich
The place ia a beautiful and great to go with girl/boyfriend,Aditya Maha Putra
A beautiful place with a cliff and point of sunset,Chichi Wawa
It's pretty nice place to enjoy sunset. I enjoyed my time here.,Dwi Wahyu Ningsih
"Fantastic place, for having fun with the waves. The beach in cave. When tide is low you can go to the hidden beach.",Светлана Яковлева
"This one of the best beach in Bali. Special for surfer, the beach is very good",Bee Bee
Best views of the professional surfing activities along the long stretch of incredible lineup,夏龍之光 KW Lo
Beautiful beach with white sand and lively sunsets on the deck,Mervyn Mitchell
